title,brand,author,cover,publication_date,category,reviews,num_pages,price,img_url,Language,url
Probability on Discrete Structures,Springer,"Kesten, Harry",غلاف ورقي,2010,العلوم والرياضيات,Not found,364 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/c/d/8/8/cd88f0a3ca6aebcd2d455577ed41f2e0676171b2_9783642056475.jpg",انجليزي,
Analysis and Geometry of Markov Diffusion Operators,Springer,"Bakry, Dominique",غلاف ورقي,2016,العلوم والرياضيات,Not found,574 Pages,643,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/a/9/f/da9f78942e228b066e240d5a55b3526150785b3f_9783319343235.jpg",انجليزي,
Number Theory and Discrete Mathematics,Not found,"Agarwal, A.K.",غلاف ورقي,2012,العلوم والرياضيات,Not found,332 Pages,647,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/1/7/b/d17bce97b83a8fc46317cfcc5546e9ac82448faa_9783034894814.jpg",انجليزي,
Set Theory: The Third Millennium Edition,Springer,"Jech, Thomas",غلاف ورقي,2013,العلوم والرياضيات,Not found,788 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/a/5/3/ea539109b68e839b265e1f949588278287c21b79_9783642078996.jpg",انجليزي,
Neural Networks Theory,Springer,"Galushkin, Alexander I.",غلاف ورقي,2010,العلوم والرياضيات,Not found,418 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/7/a/f/47afc193fbb864ce3251f28d19fe28302f7c463c_9783642080067.jpg",انجليزي,
Numerical Modeling in Materials Science and Engineering,Springer,"Rappaz, Michel",غلاف ورقي,2010,العلوم والرياضيات,Not found,556 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/6/8/b/068bdcd10633a0cf581dfb02eb4f0057331a20bc_9783642118203.jpg",انجليزي,
Galois Theory of Linear Differential Equations,Springer,"van der Put, Marius",غلاف ورقي,2012,العلوم والرياضيات,Not found,460 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/7/b/2/37b2b96ed65dbccf37fd4d3f6baecb1644a1715d_9783642629167.jpg",انجليزي,
Distance-Regular Graphs,Springer,"Brouwer, Andries E.",غلاف ورقي,2011,العلوم والرياضيات,Not found,520 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/0/b/4/f0b48c3c8143e7efa01818fcd54f4ca53ba67d43_9783642743436.jpg",انجليزي,
Geometric Algorithms and Combinatorial Optimization,Springer,"Grötschel, Martin",غلاف ورقي,2011,العلوم والرياضيات,Not found,380 Pages,647,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/0/8/2/3082b5e3db7f004f190b4b53449d62d5c06bc1dd_9783642782428.jpg",انجليزي,
Local Homotopy Theory,Springer,"Jardine, John F.",غلاف ورقي,2016,العلوم والرياضيات,Not found,520 Pages,647,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/c/4/3/fc436938a7dbb2d69fa3dc8feea7bac59a808858_9781493940448.jpg",انجليزي,
Inequalities for Differential Forms,Springer,"Agarwal, Ravi P.",غلاف ورقي,2014,العلوم والرياضيات,Not found,404 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/c/0/7/f/c07f150e130a0608c1ae677d0504f3d329b0ab6a_9781489983510.jpg",انجليزي,
Non-Uniform Random Variate Generation,Springer,"Devroye, Luc",غلاف ورقي,2014,العلوم والرياضيات,Not found,860 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/2/4/f/f24f625fc6d94b183f43c2fe4708e5f98575109f_9781461386452.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
Representations of Finite-Dimensional Algebras,Springer,"Keller, B.",غلاف ورقي,1997,العلوم والرياضيات,Not found,184 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/3/3/2/e332629e8c11f3c7708541431551320129e10245_9783540629900.jpg",انجليزي,
Numerical Approximation of Partial Differential Equations,Springer,"Quarteroni, Alfio",غلاف ورقي,2008,العلوم والرياضيات,Not found,562 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/8/9/6/4896a22755990f7d97eefec4a2c2526ca29aa2fb_9783540852674.jpg",انجليزي,
Visual Geometry and Topology,Springer,"Tsaplina, M.V.",غلاف ورقي,2011,العلوم والرياضيات,Not found,344 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/7/d/f/a7df1e15cc7f038206a455de1aa9b90b400700be_9783642762376.jpg",انجليزي,
Homogenization of Differential Operators and Integral Functionals,Springer,"Jikov, V.V.",غلاف ورقي,2011,العلوم والرياضيات,Not found,588 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/7/2/6/a726b59441ca4c43f3b96f672e063113f674d1a6_9783642846618.jpg",انجليزي,
Kleinian Groups,Springer,"Maskit, Bernard",غلاف ورقي,2011,العلوم والرياضيات,Not found,350 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/e/4/3/1e43b000eba049efd7b4fb489e37b67c6cea0ce7_9783642648786.jpg",انجليزي,
Constructive Analysis,Springer,"Bishop, E.",غلاف ورقي,2011,العلوم والرياضيات,Not found,496 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/9/1/6/8/916821890d3208f5ccbca8999e005e19b2326044_9783642649059.jpg",انجليزي,
Limit Theorems of Probability Theory,Springer,"Bentkus, V.",غلاف ورقي,2010,العلوم والرياضيات,Not found,288 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/c/f/0/7/cf076d4dd6e202246732eba06d120155bbfb4a5a_9783642081705.jpg",انجليزي,
Type-2 Fuzzy Logic: Theory and Applications,Springer,"Castillo, Oscar",غلاف ورقي,2010,العلوم والرياضيات,Not found,260 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/3/8/7/b387043a68867c027362616ca3d7907d3dbb9b6e_9783642095139.jpg",انجليزي,
Inverse Galois Theory,Springer,"Malle, Gunter",غلاف ورقي,2019,العلوم والرياضيات,Not found,552 Pages,690,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/c/c/e/acce1b49a6d921c327b4bd2f869dc9708ecb9092_9783662585559.jpg",انجليزي,
Hyperbolic Conservation Laws in Continuum Physics,Springer,"Dafermos, Constantine M.",غلاف ورقي,2011,العلوم والرياضيات,Not found,748 Pages,729,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/e/0/a/5/e0a531c3c3681b9270a295797d83645f289298ba_9783642242427.jpg",انجليزي,
Probabilistic Methods for Algorithmic Discrete Mathematics,Springer,"Habib, Michel",غلاف ورقي,2010,العلوم والرياضيات,Not found,344 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/5/4/4/5/54450b1495dac7669a369e3f3a691c39e36409b5_9783642084263.jpg",انجليزي,
Fuzzy Statistics,Springer,"Buckley, James J.",غلاف ورقي,2010,العلوم والرياضيات,Not found,180 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/a/7/e/7a7e479e75b6f39e7d1778c3312b2f274efd0afd_9783642059247.jpg",انجليزي,
Effective Computational Geometry for Curves and Surfaces,Springer,"Boissonnat, Jean-Daniel",غلاف ورقي,2010,العلوم والرياضيات,Not found,356 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/c/8/b/6c8bcbfcd3444818b6cb0f349a5682001d0fced3_9783642069871.jpg",انجليزي,
Sobolev Spaces : with Applications to Elliptic Partial Differential Equations,Springer,"Mazya, Vladimir",غلاف ورقي,2016,العلوم والرياضيات,Not found,896 Pages,734,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/d/2/8/f/d28fbdeecbfb428b268ce331bf66373e85bc2b97_9783662517291.jpg",انجليزي,
Numerical Solution of Time-Dependent Advection-Diffusion-Reaction Equations,Springer,"Hundsdorfer, Willem",غلاف ورقي,2010,العلوم والرياضيات,Not found,484 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/2/e/f/72efd939b02663da108eff851f01779fc22c4c15_9783642057076.jpg",انجليزي,
Finite Geometries,Springer,"Blokhuis, Aart",غلاف ورقي,2011,العلوم والرياضيات,Not found,380 Pages,816,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/9/0/9/7909c0e42ab3cf74b1bad18fa64d432a77905e65_9781461379775.jpg",انجليزي,
The Riccati Equation,Springer,"Bittanti, Sergio",غلاف ورقي,2012,العلوم والرياضيات,Not found,352 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/7/e/1/17e1bf7df19d5f61628c25a583c0295301e80cab_9783642635083.jpg",انجليزي,
Data Science and Classification,Springer,"Batagelj, Vladimir",غلاف ورقي,2006,العلوم والرياضيات,Not found,372 Pages,949,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/2/5/3/3/25336e4946a6410071509f3307d51c890455fec5_9783540344155.jpg",انجليزي,
Large Scale Optimization,Springer,"Hager, William W.",غلاف ورقي,2011,العلوم والرياضيات,Not found,476 Pages,949,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/4/7/5/2/47523bf6829fec30f71dd7d0114afbe520bb7f7d_9781461336341.jpg",انجليزي,
Integral Inequalities and Applications,Springer,"Bainov, D.D.",غلاف ورقي,2010,العلوم والرياضيات,Not found,260 Pages,"1,079","https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/3/d/7/0/3d70595a38d2a6f0373dfed576145c436b45eee5_9789048141548.jpg",انجليزي,
Nearrings,Springer,"Ferrero, G.",غلاف ورقي,2011,العلوم والرياضيات,Not found,636 Pages,"1,079","https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/8/e/5/b8e56a1c5df2e00df47bd6d40969ca0a920f2b09_9781461379690.jpg",انجليزي,
Multi-Objective Machine Learning,Springer,"Jin, Yaochu",غلاف ورقي,2010,العلوم والرياضيات,Not found,676 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/6/f/a/a6fac07b8157869c7d7d3cb8e1b84b54a2105f2c_9783642067969.jpg",انجليزي,
Nature-Inspired Algorithms for Optimisation,Springer,"Chiong, Raymond",غلاف ورقي,2010,العلوم والرياضيات,Not found,536 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/6/d/9/3/6d937fc0711064917adf52f001219e82c709870a_9783642101304.jpg",انجليزي,
Handbook of Partial Least Squares : Concepts,Springer,"Esposito Vinzi, Vincenzo",غلاف ورقي,2016,العلوم والرياضيات,Not found,814 Pages,"1,294","https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/2/a/3/f2a3a0255436bcaae81c140f569b5b974a44eacc_9783662500439.jpg",انجليزي,
Not found,Not found,Not found,Not found,Not found,العلوم والرياضيات,Not found,Not found,Not found,Not found,انجليزي,
The Theory of Functions,Not found,"Bolza, Oskar",غلاف ورقي,2013,العلوم والرياضيات,Not found,20 Pages,44,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/7/c/d/9/7cd9dd5d90e4db8760031bc4f3a823f1cf6ba46b_9783846031292.jpg",انجليزي,
Crystal Structure Determination,Not found,"Massa, Werner",غلاف ورقي,2016,العلوم والرياضيات,Not found,280 Pages,236,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/8/8/8/2/8882199690b332aff65552feb0c90057849623f2_9783741241246.jpg",انجليزي,
Multi-Objective Transportation Problem,Not found,Fegade Madhav,غلاف ورقي,2015,العلوم والرياضيات,Not found,84 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/1/2/a/3/12a3742d6edfc81fc7ca115ebec5e6e62e3fdebd_9783639768633.jpg",انجليزي,
NTRU Cryptography,Not found,"Brand, Kevin",غلاف ورقي,2013,العلوم والرياضيات,Not found,92 Pages,Not found,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/e/1/1/0e11b97e621aa62a1eb6afc828f28c465c3a771a_9783639496086.jpg",انجليزي,
Multiobjective Programming,Not found,Fita Adugna,غلاف ورقي,2015,العلوم والرياضيات,Not found,76 Pages,168,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/b/5/6/7/b5677dd0298d477d4a87e32ea5ecd68bf14a9e64_9783659664878.jpg",انجليزي,
Chaotic oscillator,Not found,Strmiskova Lucie,غلاف ورقي,2015,العلوم والرياضيات,Not found,56 Pages,168,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/a/5/4/8/a548a6de940620a547f719b09d1a92b480d8bac5_9783659336362.jpg",انجليزي,
Soliton Solutions,Not found,"Shukri, Sami",غلاف ورقي,2013,العلوم والرياضيات,Not found,56 Pages,168,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/0/f/0/b/0f0bd71efe34e014186a942ed0c3b191be8c5401_9783659478604.jpg",انجليزي,
Probabilistic Encryption,Not found,"Wanambisi, Aldrin",غلاف ورقي,2013,العلوم والرياضيات,Not found,52 Pages,168,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/9/6/4/2/9642427b634acf67e2c20c9f439db7d94f63aab0_9783659400346.jpg",انجليزي,
Environmental Pollution Model,Not found,"Ezekiel, Atanda",غلاف ورقي,2019,العلوم والرياضيات,Not found,124 Pages,172,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/c/f/4/fcf48b77a600534ce696da8b17145608f8a25657_9786200436924.jpg",انجليزي,
Basic Number Theory,Not found,"Chakraborty, Bikash",غلاف ورقي,2019,العلوم والرياضيات,Not found,60 Pages,186,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=54,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/ingram/f/e/c/e/fecebe0875b8e3267002ce2915b43d2d27c74249_9786200091772.jpg",انجليزي,
